BOE_IUDAJLT,BOE_IUDAMIJ,BOE_IUDED3A,BOE_IUDED3O,BOE_IUDERB3,BOE_IUDGR1M,BOE_IUDGR1W,BOE_IUDGR2W,BOE_IUDGR3M,BOE_IUDGRON,BOE_IUDLER3,BOE_IUDLIIF,BOE_IUDLIZC,BOE_IUDLNIF,BOE_IUDLNPY,BOE_IUDLNZC,BOE_IUDLRIF,BOE_IUDLRZC,BOE_IUDMIIF,BOE_IUDMIZC,BOE_IUDMNIF,BOE_IUDMNPY,BOE_IUDMNZC,BOE_IUDMRIF,BOE_IUDMRZC,BOE_IUDSIIF,BOE_IUDSIZC,BOE_IUDSNIF,BOE_IUDSNPY,BOE_IUDSNZC,BOE_IUDSOIA,BOE_IUDSRIF,BOE_IUDSRZC,BOE_IUDVCDA,BOE_IUDVNEA,BOE_IUDVSMA,BOE_IUDVWKA,BOE_IUDVWLA,BOE_IUDVYRA,BOE_XUDLADD,BOE_XUDLADS,BOE_XUDLBK25,BOE_XUDLBK26,BOE_XUDLBK27,BOE_XUDLBK33,BOE_XUDLBK34,BOE_XUDLBK35,BOE_XUDLBK47,BOE_XUDLBK48,BOE_XUDLBK49,BOE_XUDLBK63,BOE_XUDLBK64,BOE_XUDLBK65,BOE_XUDLBK66,BOE_XUDLBK68,BOE_XUDLBK69,BOE_XUDLBK72,BOE_XUDLBK73,BOE_XUDLBK74,BOE_XUDLBK75,BOE_XUDLBK76,BOE_XUDLBK78,BOE_XUDLBK83,BOE_XUDLBK85,BOE_XUDLBK87,BOE_XUDLBK89,BOE_XUDLBK93,BOE_XUDLBK95,BOE_XUDLBK97,BOE_XUDLCDD,BOE_XUDLCDS,BOE_XUDLDKD,BOE_XUDLDKS,BOE_XUDLERD,BOE_XUDLERS,BOE_XUDLGBD,BOE_XUDLHDD,BOE_XUDLHDS,BOE_XUDLJYD,BOE_XUDLJYS,BOE_XUDLNDD,BOE_XUDLNDS,BOE_XUDLNKD,BOE_XUDLNKS,BOE_XUDLSER,BOE_XUDLSFD,BOE_XUDLSFS,BOE_XUDLSGD,BOE_XUDLSGS,BOE_XUDLSKD,BOE_XUDLSKS,BOE_XUDLSRD,BOE_XUDLSRS,BOE_XUDLTWD,BOE_XUDLTWS,BOE_XUDLUSS,BOE_XUDLZRD,BOE_XUDLZRS,COM_AG_EFP,COM_AG_EIB,COM_AG_GBP,COM_AG_USD,COM_AL_LME,COM_AU_EFP,COM_AU_EGL,COM_AU_EIB,COM_AU_LAM,COM_AU_LPM,COM_AU_MPL,COM_AU_PHL,COM_AU_ZAR,COM_BEEF_C,COM_BEEF_S,COM_BONE_MEAL,COM_BRAN,COM_BUTTER,COM_CHEESE_BLK,COM_CHEESE_BRL,COM_CHKN_A,COM_CHKN_NTL,COM_COAL_CAPP,COM_COAL_POWD,COM_COCOA,COM_COFFEE_BRZL,COM_COFFEE_CLMB,COM_COPPER,COM_CORN_2,COM_CORN_FEED,COM_CORN_OIL,COM_COTTON,COM_CTNSD_MEAL,COM_DIESEL_ULS,COM_EGGS,COM_FUELOIL,COM_GAS_CR,COM_GREASE,COM_HIDES,COM_HOGS,COM_HOMINY,COM_MILK,COM_OATS,COM_OIL_BRENT,COM_OIL_WTI,COM_PA_EFP,COM_PL_EFP,COM_PL_EIB,COM_SORGHUM,COM_SOYB_1,COM_SOYB_MEAL,COM_SOYB_OIL,COM_TALLOW_B,COM_WHEAT_2,COM_WHEAT_KC,COM_WHEAT_MN,FRED_DFF,FRED_DGS10,FRED_DGS30,FRED_DGS5,FRED_DPRIME,FRED_DTB3,FRED_T10YIE,FRED_T5YIE,FRED_T5YIFR,FRED_TEDRATE,OPEC_ORB,RICI_RICI,RICI_RICIA,RICI_RICIE,RICI_RICIM,valueDate
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56.3,11.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2014-11-09 00:00:00"
-1.5929,0.53,0.31,0.41,0.08,0.485,0.47,0.475,0.49,0.465,0.0529,4.0304,3.4099,3.6075,2.7674,2.9078,-0.4229,-0.5021,3.5243,2.9069,3.2833,2.2216,2.247,-0.241,-0.6599,3.0369,2.5511,2.5546,1.4894,1.5267,0.4296,-0.4824,-1.0245,0.55,0.465,0.675,0.45,0.45,1.05,1.1571,1.8365,35.1881,27.59,22.1713,392.158,307.48,247.091,5.3774,4.2163,3.3882,142.67,61.53,3.7987,3.3305,1.2026,45.6625,32.84,6.119,1088.88,2.2564,7.4386,6.0289,5.2858,72.471,52.1204,9.7115,1728.16,3.5811,97.6543,1.1322,1.7969,5.9777,9.4871,0.8036,1.2754,0.6301,7.7543,12.3068,114.65,181.961,1.2872,2.0429,6.7822,10.7641,0.7841,0.9664,1.5338,1.2908,2.0486,7.4075,11.7565,3.7522,5.9551,30.5835,48.5391,1.5871,11.2378,17.8355,18.78,15.65,9.8553,15.67,2041,1256.81,1218.74,1169.13,1172,1162,1218.74,1218.74,1207.13,240.83,229.26,370,108,2,218,212,1.1281,1.0442,56.3,11.55,2895,1.7633,2.013,3.0275,3.4,100.01,34.5,62.43,300,2.482,1.235,2.333,2.214,0.29,NULL,86.16,115,117,3.42,83.26,78.5,878,1313,1213,9.6288,10.085,444.9,0.3299,0.31,4.845,NULL,8.1925,0.09,2.38,3.09,1.65,3.25,0.02,1.94,1.58,2.3,0.21,78.98,3160.34,950.93,707.18,2024.2,"2014-11-10 00:00:00"
-1.5732,0.53,0.325,0.4,0.079,0.485,0.47,0.48,0.49,0.47,0.0543,4.0357,3.4257,3.627,2.7982,2.939,-0.4087,-0.4868,3.5392,2.931,3.3122,2.2647,2.288,-0.227,-0.643,3.0641,2.5775,2.6024,1.5329,1.57,0.4314,-0.4617,-1.0075,0.55,0.465,0.675,0.45,0.45,1.05,1.1549,1.8331,35.2828,27.623,22.2282,392.808,307.53,247.469,5.3878,4.2181,3.3943,143.92,61.545,3.8197,3.3465,1.2031,46.4555,32.86,6.124,1098.08,2.2633,7.4403,6.063,5.3119,73.7388,52.1587,9.7206,1742.98,3.5925,97.6904,1.134,1.8,5.9872,9.5035,0.8047,1.2773,0.63,7.7547,12.309,115.81,183.825,1.2844,2.0387,6.817,10.8206,0.7829,0.9681,1.5367,1.2933,2.0529,7.4176,11.774,3.7523,5.956,30.5885,48.5531,1.5873,11.2538,17.8632,18.732,15.61,9.8122,15.57,2018,1246.27,1222.1,1159.32,1151.25,1156.5,1222.1,1222.1,1210.46,241.24,228.9,370,98,2,200,194.75,1.1281,1.0442,56.3,11.55,2920,1.764,2.0148,3.0415,NULL,104.15,34.5,63.3,300,2.478,1.235,2.33,2.216,0.3,NULL,83.89,115,118,3.42,82.13,77.18,871,1299,1199,9.71,NULL,NULL,NULL,0.32,4.925,4.63,8.3175,0.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.27,3176.68,962.88,706.68,2032.75,"2014-11-11 00:00:00"
-1.5925,0.53,0.325,0.4,0.079,0.485,0.47,0.48,0.49,0.47,0.055,4.0175,3.4157,3.6225,2.7717,2.9141,-0.395,-0.5017,3.5131,2.9311,3.2879,2.22,2.2447,-0.2252,-0.6864,3.0708,2.5934,2.5547,1.4845,1.5195,0.4357,-0.516,-1.0739,0.55,0.465,0.675,0.45,0.45,1.05,1.145,1.8125,35.0399,27.618,22.1351,388.804,306.45,245.612,5.3509,4.2175,3.3802,143.67,61.415,3.8026,3.3345,1.2022,45.615,32.81,6.1257,1092.42,2.2488,7.4418,6.0195,5.2785,72.2085,51.9382,9.697,1729.3,3.5599,97.2199,1.1303,1.7893,5.9644,9.4417,0.8015,1.2687,0.6317,7.7547,12.2757,115.15,182.283,1.2666,2.0051,6.7608,10.7024,0.7882,0.9635,1.5252,1.2889,2.0403,7.4097,11.7296,3.752,5.9394,30.5755,48.401,1.583,11.1668,17.677,18.732,15.61,9.8624,15.62,2062,1255.31,1218.11,1167.73,1163.25,1164.5,1218.11,1218.11,1206.5,242.06,229.13,373,98,1.99,199,193.75,1.14,1.0442,56.3,11.55,2851,1.7929,2.0389,3.0345,3.485,104.15,34.5,61.94,303,2.454,1.235,2.294,2.203,0.3,NULL,86.14,NULL,118,3.415,81.25,77.5,882,1308,1208,9.7813,10.315,456.5,0.3285,0.32,5.095,4.8375,8.4125,0.09,2.37,3.09,1.65,3.25,0.02,1.91,1.53,2.29,0.21,76.96,3166.87,965.84,698.93,2034.34,"2014-11-12 00:00:00"
-1.6101,0.53,0.325,0.4,0.078,0.48,0.465,0.475,0.49,0.465,0.0529,4.0304,3.4266,3.6431,2.7716,2.9184,-0.3873,-0.5082,3.5177,2.9444,3.2919,2.2124,2.2378,-0.2258,-0.7066,3.0871,2.6102,2.5487,1.4713,1.5059,0.436,-0.5385,-1.1043,0.55,0.465,0.675,0.45,0.45,1.035,1.1443,1.8005,34.8466,27.627,22.1459,385.561,305.68,245.034,5.3385,4.2325,3.3928,144.46,61.5,3.8077,3.337,1.202,46.5855,32.77,6.1243,1093.76,2.2382,7.4428,5.9914,5.2508,73.3023,51.5636,9.6366,1721.03,3.5218,96.7702,1.1341,1.7845,5.9662,9.3878,0.8016,1.2613,0.6355,7.7546,12.2019,115.8,182.211,1.2649,1.9903,6.7832,10.6733,0.7928,0.9635,1.5161,1.2909,2.0312,7.4293,11.6901,3.7522,5.9041,30.61,48.1648,1.5735,11.1803,17.5922,18.876,15.73,9.9924,15.74,2065,1254.02,1220.52,1166.53,1161,1161.75,1220.52,1220.52,1208.9,242.1,229.32,373,102,1.9875,194.25,191.5,1.14,1.0442,56.3,11.55,2798,1.7819,2.0324,2.9995,3.56,104.15,34.5,59.73,303,2.382,1.235,2.227,2.116,0.3,113,86.46,105,118,3.6425,79.97,76.95,877,1305,1205,9.9325,10.37,455,0.327,0.32,5.23,4.8975,8.2175,0.09,2.35,3.08,1.64,3.25,0.02,1.88,1.48,2.28,0.21,75.15,3114.13,969.35,669.63,2023.11,"2014-11-13 00:00:00"
-1.5953,0.53,0.28,0.33,0.079,0.48,0.47,0.47,0.49,0.47,0.0536,4.0151,3.4146,3.6204,2.7442,2.8887,-0.3948,-0.526,3.511,2.9337,3.2699,2.1738,2.199,-0.2411,-0.7347,3.0833,2.5939,2.4993,1.4317,1.4619,0.4301,-0.584,-1.132,0.55,0.465,0.675,0.45,0.45,1.035,1.1456,1.7924,34.7462,27.713,22.2077,383.257,305.68,244.956,5.2979,4.2255,3.3861,145.38,61.74,3.8253,3.347,1.2015,47.1823,32.83,6.129,1102.81,2.2377,7.4433,5.9851,5.2367,73.8214,51.3658,9.5894,1725.46,3.5011,96.5984,1.1318,1.7708,5.9647,9.3323,0.8013,1.2538,0.6391,7.7545,12.1327,116.5,182.276,1.2666,1.9818,6.7706,10.5932,0.7976,0.9628,1.5064,1.2988,2.0321,7.4123,11.5973,3.7523,5.8708,30.7295,48.0794,1.5646,11.1368,17.4246,18.432,15.36,9.8058,15.35,2020.5,1237.97,1245.93,1151.6,1154,1169,1245.93,1245.93,1234.06,242.32,228.81,373,102,1.9875,194.25,191.5,1.1308,1.0402,56.3,11.55,2847,1.8263,2.077,3.058,3.53,104.15,33.5,59.8,303,2.472,1.235,2.262,2.167,0.31,113,85.95,105,118,3.65,77.67,74.36,866,1283,1183,9.8525,10.125,444.4,0.3283,0.32,5.35,4.9,8.2675,0.09,2.32,3.04,1.62,3.25,0.02,1.89,1.45,2.33,0.21,73.47,3145.64,967.59,683.01,2047.74,"2014-11-14 00:00:00"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56.3,11.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2014-11-15 00:00:00"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56.3,11.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2014-11-16 00:00:00"
-1.5862,0.53,0.325,0.4,0.08,0.47,0.46,0.465,0.5,0.46,0.0536,4.0311,3.4132,3.6404,2.7354,2.8823,-0.3907,-0.5309,3.5107,2.9201,3.2646,2.1521,2.1757,-0.2461,-0.7444,3.0722,2.5724,2.4702,1.4024,1.4307,0.4334,-0.602,-1.1417,0.575,0.465,0.675,0.45,0.45,1.035,1.1478,1.7963,34.7853,27.69,22.2285,384.548,306.11,245.733,5.3023,4.2208,3.3883,145.06,61.83,3.8269,3.347,1.2014,47.2963,32.81,6.1242,1098.38,2.229,7.4429,5.9887,5.2377,74.014,51.3444,9.5838,1718.85,3.4882,96.7578,1.1314,1.7705,5.9749,9.3501,0.8028,1.2562,0.639,7.7547,12.1353,116.45,182.233,1.2618,1.9746,6.7809,10.6115,0.796,0.9644,1.5092,1.2981,2.0314,7.4257,11.6205,3.752,5.8715,30.7075,48.0542,1.5649,11.1258,17.4108,19.344,16.12,10.3567,16.2,2049.5,1276.73,1243.41,1187.66,1187,1182.5,1243.41,1243.41,1231.57,245.21,231.98,373,102,1.9875,188,191.5,1.1287,1.0402,56.3,11.55,2836,1.8508,2.1046,3.0495,3.515,104.15,33.5,58.81,303,2.443,1.475,2.223,2.143,0.31,113,86.65,105,119,3.675,79.5,75.93,877,1307,1207,9.7763,10.185,451.6,0.3308,0.33,5.26,4.81,8.235,0.1,2.34,3.06,1.64,3.25,0.03,1.86,1.42,2.3,0.2,73.9,3149.87,963.2,689.19,2043.29,"2014-11-17 00:00:00"
-1.686,0.53,0.315,0.39,0.081,0.48,0.46,0.47,0.5,0.46,0.0564,4.0321,3.424,3.6557,2.7395,2.8902,-0.3765,-0.5338,3.5171,2.937,3.2676,2.1517,2.1797,-0.2494,-0.7573,3.0691,2.6036,2.4688,1.4106,1.4405,0.4334,-0.6003,-1.1631,0.55,0.465,0.675,0.45,0.45,1.035,1.1453,1.7919,34.5461,27.67,22.0812,381.38,305.47,243.771,5.2641,4.2163,3.3647,146.15,61.725,3.8465,3.353,1.2013,46.8425,32.76,6.1208,1096.97,2.222,7.4446,6.0178,5.2458,73.2851,51.253,9.576,1716.21,3.4763,96.5688,1.1304,1.7685,5.9409,9.2946,0.798,1.2485,0.6392,7.7552,12.133,116.63,182.468,1.2599,1.9711,6.7292,10.5279,0.801,0.9587,1.4999,1.2962,2.0279,7.3766,11.5407,3.752,5.87,30.7405,48.0935,1.5645,11.029,17.2549,19.476,16.23,10.3862,16.27,2015.5,1289.12,1257.69,1199.18,1202,1192.75,1257.69,1257.69,1245.71,245.2,232.57,378,105,1.9875,185,191.5,1.1287,1.0402,56.3,11.55,2845,1.8273,2.0754,3.011,3.465,113.4,33.75,59.97,315,2.413,1.475,2.24,2.15,0.315,113,84.13,105,118,3.62,79.01,75.49,880,1310,1210,9.6788,10.065,442.5,0.3328,0.335,5.24,4.78,8.22,0.11,2.32,3.05,1.63,3.25,0.02,1.84,1.42,2.26,0.21,74.36,3131.89,960.3,681.63,2040.58,"2014-11-18 00:00:00"
-1.6823,0.53,0.27,0.32,0.081,0.48,0.46,0.47,0.5,0.46,0.0614,4.029,3.4274,3.662,2.7493,2.8997,-0.367,-0.5277,3.5215,2.9439,3.2748,2.1661,2.1937,-0.2467,-0.7502,3.072,2.6142,2.4826,1.4265,1.4597,0.4307,-0.5895,-1.1545,0.55,0.465,0.675,0.45,0.45,1.035,1.159,1.8158,34.6096,27.704,22.0907,381.187,305.13,243.306,5.2663,4.2155,3.3614,147.61,61.995,3.8353,3.36,1.2022,46.816,32.81,6.119,1113,2.2392,7.4437,6.0088,5.2641,73.3466,51.4034,9.5866,1743.74,3.5082,97.1276,1.1338,1.7763,5.9355,9.2991,0.7974,1.2493,0.6383,7.7552,12.1501,117.7,184.401,1.2721,1.993,6.7888,10.636,0.8005,0.9586,1.5018,1.3064,2.0467,7.3906,11.5789,3.752,5.8783,30.8885,48.393,1.5667,11.0698,17.3431,19.524,16.27,10.3686,16.26,2025,1290.63,1253.81,1200.59,1200.75,1196,1253.81,1253.81,1241.86,245.47,232.99,378,105,1.9875,180,191.5,1.14,1.0402,56.3,11.55,2871,1.8312,2.0774,3.047,3.38,113.4,33.75,59.11,315,2.391,1.475,2.219,2.148,0.315,113,86.91,105,118,3.545,78.41,74.23,886,1311,1211,9.5225,9.885,425.9,0.3326,0.335,5.195,4.7075,8.19,0.1,2.36,3.08,1.66,3.25,0.01,1.83,1.39,2.27,0.22,74.05,3129.84,953,683.36,2049.14,"2014-11-19 00:00:00"
-1.6931,0.53,0.33,0.43,0.081,0.48,0.46,0.47,0.5,0.46,0.0621,4.0187,3.4151,3.6459,2.7215,2.8697,-0.3728,-0.5454,3.5096,2.9327,3.2452,2.1282,2.1574,-0.2643,-0.7753,3.0596,2.6026,2.4395,1.392,1.4208,0.4303,-0.6201,-1.1818,0.55,0.465,0.675,0.45,0.45,1.035,1.1597,1.8211,34.6503,27.673,22.066,381.275,304.5,242.804,5.2754,4.2131,3.3595,148.16,61.93,3.8423,3.366,1.2013,46.2885,32.815,6.123,1112.3,2.222,7.4427,6.0336,5.2856,72.6868,51.5294,9.6149,1746.64,3.4892,97.2487,1.1302,1.7748,5.9347,9.3193,0.7974,1.2521,0.6368,7.7555,12.1785,118.14,185.515,1.2708,1.9956,6.7585,10.6128,0.7986,0.9579,1.5042,1.2999,2.0412,7.4009,11.6217,3.7518,5.8915,30.8905,48.5074,1.5703,10.9558,17.2039,19.464,16.22,10.3277,16.2,2017,1285.79,1251.29,1196.08,1194,1190,1251.29,1251.29,1239.37,245.53,233.21,378,105,1.9925,177.5,175,1.14,1.0402,56.3,11.55,2879,1.8952,2.1414,3.0275,3.46,113.4,33.75,58.54,315,2.412,1.475,2.212,2.144,0.32,113,86.67,105,114,3.5375,78.16,74.25,876,1309,1209,9.7013,10.02,424.3,0.3342,0.345,5.345,4.8675,8.345,0.1,2.34,3.05,1.64,3.25,0.02,1.85,1.41,2.29,0.21,74.03,3162.94,963.54,694.61,2050.96,"2014-11-20 00:00:00"
-1.722,0.53,0.33,0.43,0.081,0.47,0.49,0.47,0.495,0.49,0.0621,4.0184,3.4115,3.622,2.6841,2.8312,-0.3964,-0.5803,3.5007,2.9291,3.2004,2.0802,2.1118,-0.3003,-0.8173,3.0612,2.6005,2.3924,1.3498,1.377,0.4294,-0.6688,-1.2235,0.55,0.465,0.675,0.45,0.45,1.035,1.1517,1.8056,34.9635,27.68,22.301,384.27,304.22,245.102,5.2997,4.1957,3.3804,145.94,61.7675,3.856,3.354,1.202,45.726,32.755,6.1244,1110.44,2.22,7.4407,6.0454,5.2584,71.6892,51.3533,9.6018,1740.95,3.4805,96.8391,1.1228,1.7603,5.9948,9.3986,0.8057,1.2631,0.6378,7.7573,12.1619,117.58,184.342,1.2677,1.9876,6.7908,10.6466,0.7917,0.9684,1.5183,1.2978,2.0347,7.4583,11.6932,3.7519,5.8822,30.882,48.4168,1.5678,10.93,17.1361,19.812,16.51,10.404,16.3,2077.5,1297.53,1258.43,1207,1193.25,1203.75,1258.43,1258.43,1246.44,245.69,232.93,378,105,2,173,174,1.1287,1.0328,56.1,11.55,2867,1.8162,2.0521,3.035,3.49,113.4,33.5,59.76,315,2.437,1.475,2.237,2.172,0.335,NULL,86.46,105,114,3.5475,79.95,76.29,900,1335,1235,9.6913,10.235,431.9,0.3344,0.345,5.345,4.885,8.2325,0.1,2.31,3.02,1.63,3.25,0.01,1.86,1.44,2.28,0.22,75.42,3178.33,966.75,695.51,2076.72,"2014-11-21 00:00:00"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56.1,11.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2014-11-22 00:00:00"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56.1,11.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2014-11-23 00:00:00"
-1.7202,0.53,0.2,0.25,0.081,0.48,0.465,0.47,0.505,0.46,0.0621,4.0022,3.4042,3.5827,2.6644,2.8067,-0.4195,-0.5975,3.4959,2.932,3.1724,2.0792,2.1079,-0.3235,-0.8241,3.061,2.6071,2.3896,1.356,1.3831,0.4323,-0.6714,-1.224,0.575,0.465,0.675,0.45,0.45,1.035,1.1606,1.822,34.8342,27.598,22.1902,385.956,305.78,245.863,5.2943,4.1945,3.3726,147.25,61.86,3.8594,3.3525,1.2028,44.8244,32.845,6.1412,1115.93,2.2295,7.4402,6.0585,5.2628,70.3653,51.5601,9.6405,1751.79,3.4999,97.1078,1.1277,1.7703,5.9823,9.391,0.8041,1.2622,0.637,7.7562,12.1757,118.4,185.864,1.2721,1.9969,6.7792,10.642,0.7923,0.9671,1.5182,1.3044,2.0476,7.4386,11.6771,3.7518,5.8896,30.98,48.6324,1.5698,11.0228,17.3036,19.716,16.43,10.4092,16.33,2060,1290.63,1256.38,1200.59,1196,1197.5,1256.38,1256.38,1244.41,247.68,234.38,378,105,2.02,173,172,1.1289,1.0328,56.1,11.55,2911,1.8134,2.0645,3.004,3.44,113.4,33.5,59.16,315,2.415,1.945,2.198,2.143,0.335,NULL,84.94,105,114,3.335,80.5,76.62,901,1327,1227,9.5988,10.24,428.4,0.3395,0.35,5.295,4.9075,8.215,0.1,2.3,3.01,1.62,3.25,0.02,1.86,1.43,2.29,0.21,75.7,3156.77,963,687.77,2068.13,"2014-11-24 00:00:00"
